,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z1087_Z1121_Z1131_Z1608,669,"['Z1087', 'Z1121', 'Z1131', 'Z1608']","['Commercial', 'Residential', 'Residential', 'Residential']",1983.012809,328,"[0.21341463414634146, 0.13109756097560976, 0.29573170731707316, 0.3597560975609756]",116,"[0.017241379310344827, 0.1896551724137931, 0.41379310344827586, 0.3793103448275862]",10,324,682.143,99800
Z1087_Z1111_Z1121,669,"['Z1087', 'Z1111', 'Z1121']","['Commercial', 'Residential', 'Residential']",1012.192077,167,"[0.41916167664670656, 0.32335329341317365, 0.25748502994011974]",50,"[0.04, 0.52, 0.44]",5,187,392.992,51500
Z1087_Z1111_Z1131,669,"['Z1087', 'Z1111', 'Z1131']","['Commercial', 'Residential', 'Residential']",1335.702186,221,"[0.3167420814479638, 0.24434389140271492, 0.43891402714932126]",76,"[0.02631578947368421, 0.34210526315789475, 0.631578947368421]",5,244,511.488,67700
Z1087_Z1111_Z1608,669,"['Z1087', 'Z1111', 'Z1608']","['Commercial', 'Residential', 'Residential']",1460.017108,242,"[0.2892561983471074, 0.2231404958677686, 0.48760330578512395]",72,"[0.027777777777777776, 0.3611111111111111, 0.6111111111111112]",7,232,490.536,74000
Z1087_Z1121_Z1131,669,"['Z1087', 'Z1121', 'Z1131']","['Commercial', 'Residential', 'Residential']",1271.980861,210,"[0.3333333333333333, 0.20476190476190476, 0.46190476190476193]",72,"[0.027777777777777776, 0.3055555555555556, 0.6666666666666666]",6,233,488.133,64400
Z1087_Z1121_Z1608,669,"['Z1087', 'Z1121', 'Z1608']","['Commercial', 'Residential', 'Residential']",1396.295783,231,"[0.30303030303030304, 0.18614718614718614, 0.5108225108225108]",68,"[0.029411764705882353, 0.3235294117647059, 0.6470588235294118]",8,221,467.181,70700
Z1087_Z1131_Z1608,669,"['Z1087', 'Z1131', 'Z1608']","['Commercial', 'Residential', 'Residential']",1719.805892,285,"[0.24561403508771928, 0.34035087719298246, 0.41403508771929826]",94,"[0.02127659574468085, 0.5106382978723404, 0.46808510638297873]",8,278,585.677,86900
Z1087_Z1111,669,"['Z1087', 'Z1111']","['Commercial', 'Residential']",748.9851598,124,"[0.5645161290322581, 0.43548387096774194]",28,"[0.07142857142857142, 0.9285714285714286]",3,141,296.526,38600
Z1087_Z1121,669,"['Z1087', 'Z1121']","['Commercial', 'Residential']",685.2638345,113,"[0.6194690265486725, 0.3805309734513274]",24,"[0.08333333333333333, 0.9166666666666666]",4,130,273.171,35300
Z1087_Z1131,669,"['Z1087', 'Z1131']","['Commercial', 'Residential']",1008.773944,167,"[0.41916167664670656, 0.5808383233532934]",50,"[0.04, 0.96]",4,187,391.667,51500
Z1087_Z1608,669,"['Z1087', 'Z1608']","['Commercial', 'Residential']",1133.088866,188,"[0.3723404255319149, 0.6276595744680851]",46,"[0.043478260869565216, 0.9565217391304348]",6,175,370.715,57800
Z1100_Z1114_Z1131_Z1608,669,"['Z1100', 'Z1114', 'Z1131', 'Z1608']","['Residential', 'Residential', 'Residential', 'Residential']",1761.807167,292,"[0.13013698630136986, 0.13356164383561644, 0.3321917808219178, 0.4041095890410959]",126,"[0.14285714285714285, 0.12698412698412698, 0.38095238095238093, 0.3492063492063492]",8,269,566.7,89000
Z1100_Z1114_Z1131,669,"['Z1100', 'Z1114', 'Z1131']","['Residential', 'Residential', 'Residential']",1050.775219,174,"[0.21839080459770116, 0.22413793103448276, 0.5574712643678161]",82,"[0.21951219512195122, 0.1951219512195122, 0.5853658536585366]",4,178,372.69,53600
Z1100_Z1114_Z1608,669,"['Z1100', 'Z1114', 'Z1608']","['Residential', 'Residential', 'Residential']",1175.090141,195,"[0.19487179487179487, 0.2, 0.6051282051282051]",78,"[0.23076923076923078, 0.20512820512820512, 0.5641025641025641]",6,166,351.738,59900
Z1100_Z1131_Z1608,669,"['Z1100', 'Z1131', 'Z1608']","['Residential', 'Residential', 'Residential']",1527.292906,253,"[0.15019762845849802, 0.383399209486166, 0.466403162055336]",110,"[0.16363636363636364, 0.43636363636363634, 0.4]",7,234,493.071,77300
Z1100_Z1114,669,"['Z1100', 'Z1114']","['Residential', 'Residential']",464.0581926,77,"[0.4935064935064935, 0.5064935064935064]",34,"[0.5294117647058824, 0.47058823529411764]",2,75,157.728,27780
Z1100_Z1131,669,"['Z1100', 'Z1131']","['Residential', 'Residential']",816.260958,135,"[0.2814814814814815, 0.7185185185185186]",66,"[0.2727272727272727, 0.7272727272727273]",3,143,299.061,41900
Z1100_Z1608,669,"['Z1100', 'Z1608']","['Residential', 'Residential']",940.5758799,156,"[0.24358974358974358, 0.7564102564102564]",62,"[0.2903225806451613, 0.7096774193548387]",5,131,278.109,48200
Z1111_Z1087_Z1131,669,"['Z1111', 'Z1087', 'Z1131']","['Residential', 'Commercial', 'Residential']",1335.702186,221,"[0.24434389140271492, 0.3167420814479638, 0.43891402714932126]",76,"[0.34210526315789475, 0.02631578947368421, 0.631578947368421]",5,244,511.488,67700
Z1111_Z1087,669,"['Z1111', 'Z1087']","['Residential', 'Commercial']",748.9851598,124,"[0.43548387096774194, 0.5645161290322581]",28,"[0.9285714285714286, 0.07142857142857142]",3,141,296.526,38600
Z1111_Z1131,669,"['Z1111', 'Z1131']","['Residential', 'Residential']",913.6452682,151,"[0.3576158940397351, 0.6423841059602649]",74,"[0.35135135135135137, 0.6486486486486487]",3,160,334.783,46700
Z1114_Z1100_Z1608,669,"['Z1114', 'Z1100', 'Z1608']","['Residential', 'Residential', 'Residential']",1175.090141,195,"[0.2, 0.19487179487179487, 0.6051282051282051]",78,"[0.20512820512820512, 0.23076923076923078, 0.5641025641025641]",6,166,351.738,59900
Z1114_Z1100,669,"['Z1114', 'Z1100']","['Residential', 'Residential']",464.0581926,77,"[0.5064935064935064, 0.4935064935064935]",34,"[0.47058823529411764, 0.5294117647058824]",2,75,157.728,27780
Z1114_Z1608,669,"['Z1114', 'Z1608']","['Residential', 'Residential']",945.5462088,157,"[0.2484076433121019, 0.7515923566878981]",60,"[0.26666666666666666, 0.7333333333333333]",5,126,267.639,48500
Z1121_Z1087_Z1608,669,"['Z1121', 'Z1087', 'Z1608']","['Residential', 'Commercial', 'Residential']",1396.295783,231,"[0.18614718614718614, 0.30303030303030304, 0.5108225108225108]",68,"[0.3235294117647059, 0.029411764705882353, 0.6470588235294118]",8,221,467.181,70700
Z1121_Z1087,669,"['Z1121', 'Z1087']","['Residential', 'Commercial']",685.2638345,113,"[0.3805309734513274, 0.6194690265486725]",24,"[0.9166666666666666, 0.08333333333333333]",4,130,273.171,35300
Z1121_Z1608,669,"['Z1121', 'Z1608']","['Residential', 'Residential']",974.2388649,161,"[0.2670807453416149, 0.7329192546583851]",66,"[0.3333333333333333, 0.6666666666666666]",6,137,290.476,49700
Z1131_Z1087_Z1100_Z1111_Z1608,669,"['Z1131', 'Z1087', 'Z1100', 'Z1111', 'Z1608']","['Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",2276.278066,377,"[0.2572944297082228, 0.1856763925729443, 0.10079575596816977, 0.14323607427055704, 0.3129973474801061]",138,"[0.34782608695652173, 0.014492753623188406, 0.13043478260869565, 0.18840579710144928, 0.3188405797101449]",10,375,789.597,114500
Z1131_Z1087_Z1100_Z1111,669,"['Z1131', 'Z1087', 'Z1100', 'Z1111']","['Residential', 'Commercial', 'Residential', 'Residential']",1565.246118,259,"[0.3745173745173745, 0.2702702702702703, 0.14671814671814673, 0.2084942084942085]",94,"[0.5106382978723404, 0.02127659574468085, 0.19148936170212766, 0.2765957446808511]",6,284,595.587,79100
Z1131_Z1087_Z1100_Z1608,669,"['Z1131', 'Z1087', 'Z1100', 'Z1608']","['Residential', 'Commercial', 'Residential', 'Residential']",1949.349824,323,"[0.30030959752321984, 0.21671826625386997, 0.11764705882352941, 0.3653250773993808]",112,"[0.42857142857142855, 0.017857142857142856, 0.16071428571428573, 0.39285714285714285]",9,318,669.776,98300
Z1131_Z1087_Z1111_Z1608,669,"['Z1131', 'Z1087', 'Z1111', 'Z1608']","['Residential', 'Commercial', 'Residential', 'Residential']",2046.734134,339,"[0.2861356932153392, 0.20648967551622419, 0.1592920353982301, 0.3480825958702065]",120,"[0.4, 0.016666666666666666, 0.21666666666666667, 0.36666666666666664]",9,335,705.498,103100
Z1131_Z1100_Z1111_Z1608,669,"['Z1131', 'Z1100', 'Z1111', 'Z1608']","['Residential', 'Residential', 'Residential', 'Residential']",1854.221148,307,"[0.31596091205211724, 0.1237785016286645, 0.1758957654723127, 0.38436482084690554]",136,"[0.35294117647058826, 0.1323529411764706, 0.19117647058823528, 0.3235294117647059]",8,291,612.892,93500
Z1131_Z1087_Z1100,669,"['Z1131', 'Z1087', 'Z1100']","['Residential', 'Commercial', 'Residential']",1238.317876,205,"[0.47317073170731705, 0.34146341463414637, 0.18536585365853658]",68,"[0.7058823529411765, 0.029411764705882353, 0.2647058823529412]",5,227,475.766,62900
Z1131_Z1087_Z1111,669,"['Z1131', 'Z1087', 'Z1111']","['Residential', 'Commercial', 'Residential']",1335.702186,221,"[0.43891402714932126, 0.3167420814479638, 0.24434389140271492]",76,"[0.631578947368421, 0.02631578947368421, 0.34210526315789475]",5,244,511.488,67700
Z1131_Z1087_Z1608,669,"['Z1131', 'Z1087', 'Z1608']","['Residential', 'Commercial', 'Residential']",1719.805892,285,"[0.34035087719298246, 0.24561403508771928, 0.41403508771929826]",94,"[0.5106382978723404, 0.02127659574468085, 0.46808510638297873]",8,278,585.677,86900
Z1131_Z1100_Z1111,669,"['Z1131', 'Z1100', 'Z1111']","['Residential', 'Residential', 'Residential']",1143.1892,189,"[0.5132275132275133, 0.20105820105820105, 0.2857142857142857]",92,"[0.5217391304347826, 0.1956521739130435, 0.2826086956521739]",4,200,418.882,58100
Z1131_Z1100_Z1608,669,"['Z1131', 'Z1100', 'Z1608']","['Residential', 'Residential', 'Residential']",1527.292906,253,"[0.383399209486166, 0.15019762845849802, 0.466403162055336]",110,"[0.43636363636363634, 0.16363636363636364, 0.4]",7,234,493.071,77300
Z1131_Z1111_Z1608,669,"['Z1131', 'Z1111', 'Z1608']","['Residential', 'Residential', 'Residential']",1624.677216,269,"[0.36059479553903345, 0.20074349442379183, 0.43866171003717475]",118,"[0.4067796610169492, 0.22033898305084745, 0.3728813559322034]",7,251,528.793,82100
Z1131_Z1087,669,"['Z1131', 'Z1087']","['Residential', 'Commercial']",1008.773944,167,"[0.5808383233532934, 0.41916167664670656]",50,"[0.96, 0.04]",4,187,391.667,51500
Z1131_Z1100,669,"['Z1131', 'Z1100']","['Residential', 'Residential']",816.260958,135,"[0.7185185185185186, 0.2814814814814815]",66,"[0.7272727272727273, 0.2727272727272727]",3,143,299.061,41900
Z1131_Z1111,669,"['Z1131', 'Z1111']","['Residential', 'Residential']",913.6452682,151,"[0.6423841059602649, 0.3576158940397351]",74,"[0.6486486486486487, 0.35135135135135137]",3,160,334.783,46700
Z1131_Z1608,669,"['Z1131', 'Z1608']","['Residential', 'Residential']",1297.748974,215,"[0.4511627906976744, 0.5488372093023256]",92,"[0.5217391304347826, 0.4782608695652174]",6,194,408.972,65900
Z1608_Z1087_Z1100_Z1114_Z1121,669,"['Z1608', 'Z1087', 'Z1100', 'Z1114', 'Z1121']","['Residential', 'Commercial', 'Residential', 'Residential', 'Residential']",1860.353975,308,"[0.38311688311688313, 0.22727272727272727, 0.12337662337662338, 0.1266233766233766, 0.1396103896103896]",102,"[0.43137254901960786, 0.0196078431372549, 0.17647058823529413, 0.1568627450980392, 0.21568627450980393]",10,296,624.909,93800
Z1608_Z1087_Z1100_Z1114,669,"['Z1608', 'Z1087', 'Z1100', 'Z1114']","['Residential', 'Commercial', 'Residential', 'Residential']",1597.147058,265,"[0.44528301886792454, 0.2641509433962264, 0.14339622641509434, 0.1471698113207547]",80,"[0.55, 0.025, 0.225, 0.2]",8,250,528.443,80900
Z1608_Z1087_Z1100_Z1121,669,"['Z1608', 'Z1087', 'Z1100', 'Z1121']","['Residential', 'Commercial', 'Residential', 'Residential']",1625.839714,269,"[0.43866171003717475, 0.26022304832713755, 0.1412639405204461, 0.15985130111524162]",86,"[0.5116279069767442, 0.023255813953488372, 0.20930232558139536, 0.2558139534883721]",9,261,551.28,82100
Z1608_Z1087_Z1114_Z1121,669,"['Z1608', 'Z1087', 'Z1114', 'Z1121']","['Residential', 'Commercial', 'Residential', 'Residential']",1630.810043,270,"[0.43703703703703706, 0.25925925925925924, 0.14444444444444443, 0.15925925925925927]",84,"[0.5238095238095238, 0.023809523809523808, 0.19047619047619047, 0.2619047619047619]",9,256,540.81,82400
Z1608_Z1100_Z1114_Z1121,669,"['Z1608', 'Z1100', 'Z1114', 'Z1121']","['Residential', 'Residential', 'Residential', 'Residential']",1438.297058,238,"[0.4957983193277311, 0.15966386554621848, 0.1638655462184874, 0.18067226890756302]",100,"[0.44, 0.18, 0.16, 0.22]",8,212,448.204,72800
Z1608_Z1087_Z1100,669,"['Z1608', 'Z1087', 'Z1100']","['Residential', 'Commercial', 'Residential']",1362.632798,226,"[0.5221238938053098, 0.30973451327433627, 0.168141592920354]",64,"[0.6875, 0.03125, 0.28125]",7,215,454.814,69200
Z1608_Z1087_Z1114,669,"['Z1608', 'Z1087', 'Z1114']","['Residential', 'Commercial', 'Residential']",1367.603126,227,"[0.5198237885462555, 0.30837004405286345, 0.17180616740088106]",62,"[0.7096774193548387, 0.03225806451612903, 0.25806451612903225]",7,210,444.344,69500
Z1608_Z1087_Z1121,669,"['Z1608', 'Z1087', 'Z1121']","['Residential', 'Commercial', 'Residential']",1396.295783,231,"[0.5108225108225108, 0.30303030303030304, 0.18614718614718614]",68,"[0.6470588235294118, 0.029411764705882353, 0.3235294117647059]",8,221,467.181,70700
Z1608_Z1100_Z1114,669,"['Z1608', 'Z1100', 'Z1114']","['Residential', 'Residential', 'Residential']",1175.090141,195,"[0.6051282051282051, 0.19487179487179487, 0.2]",78,"[0.5641025641025641, 0.23076923076923078, 0.20512820512820512]",6,166,351.738,59900
Z1608_Z1100_Z1121,669,"['Z1608', 'Z1100', 'Z1121']","['Residential', 'Residential', 'Residential']",1203.782797,199,"[0.592964824120603, 0.19095477386934673, 0.21608040201005024]",84,"[0.5238095238095238, 0.21428571428571427, 0.2619047619047619]",7,177,374.575,61100
Z1608_Z1114_Z1121,669,"['Z1608', 'Z1114', 'Z1121']","['Residential', 'Residential', 'Residential']",1208.753126,200,"[0.59, 0.195, 0.215]",82,"[0.5365853658536586, 0.1951219512195122, 0.2682926829268293]",7,172,364.105,61400
Z1608_Z1087,669,"['Z1608', 'Z1087']","['Residential', 'Commercial']",1133.088866,188,"[0.6276595744680851, 0.3723404255319149]",46,"[0.9565217391304348, 0.043478260869565216]",6,175,370.715,57800
Z1608_Z1100,669,"['Z1608', 'Z1100']","['Residential', 'Residential']",940.5758799,156,"[0.7564102564102564, 0.24358974358974358]",62,"[0.7096774193548387, 0.2903225806451613]",5,131,278.109,48200
Z1608_Z1114,669,"['Z1608', 'Z1114']","['Residential', 'Residential']",945.5462088,157,"[0.7515923566878981, 0.2484076433121019]",60,"[0.7333333333333333, 0.26666666666666666]",5,126,267.639,48500
Z1608_Z1121,669,"['Z1608', 'Z1121']","['Residential', 'Residential']",974.2388649,161,"[0.7329192546583851, 0.2670807453416149]",66,"[0.6666666666666666, 0.3333333333333333]",6,137,290.476,49700
Z0644_Z1058,670,"['Z0644', 'Z1058']","['Public', 'Public']",2689.008002,447,"[0.44742729306487694, 0.5525727069351231]",3,"[0.3333333333333333, 0.6666666666666666]",3,1494,409.313,135500
Z0923_Z0924,670,"['Z0923', 'Z0924']","['Residential', 'Residential']",608.9614589,101,"[0.39603960396039606, 0.6039603960396039]",50,"[0.38, 0.62]",4,106,223.103,31700
Z0924_Z0923_Z0997_Z1656,670,"['Z0924', 'Z0923', 'Z0997', 'Z1656']","['Residential', 'Residential', 'Public', 'Residential']",944.5108686,156,"[0.391025641025641, 0.2564102564102564, 0.34615384615384615, 0.00641025641025641]",54,"[0.5740740740740741, 0.35185185185185186, 0.05555555555555555, 0.018518518518518517]",8,163,342.359,48200
Z0924_Z0923_Z0997,670,"['Z0924', 'Z0923', 'Z0997']","['Residential', 'Residential', 'Public']",936.0223612,155,"[0.3935483870967742, 0.25806451612903225, 0.34838709677419355]",53,"[0.5849056603773585, 0.3584905660377358, 0.05660377358490566]",7,162,341.237,47900
Z0924_Z0923_Z1656,670,"['Z0924', 'Z0923', 'Z1656']","['Residential', 'Residential', 'Residential']",617.4499664,102,"[0.5980392156862745, 0.39215686274509803, 0.00980392156862745]",51,"[0.6078431372549019, 0.37254901960784315, 0.0196078431372549]",5,107,224.225,32000
Z0924_Z0997_Z1656,670,"['Z0924', 'Z0997', 'Z1656']","['Residential', 'Public', 'Residential']",703.1278589,116,"[0.5258620689655172, 0.46551724137931033, 0.008620689655172414]",35,"[0.8857142857142857, 0.08571428571428572, 0.02857142857142857]",7,121,253.916,36200
Z0924_Z0923,670,"['Z0924', 'Z0923']","['Residential', 'Residential']",608.9614589,101,"[0.6039603960396039, 0.39603960396039606]",50,"[0.62, 0.38]",4,106,223.103,31700
Z0924_Z0997,670,"['Z0924', 'Z0997']","['Residential', 'Public']",694.6393515,115,"[0.5304347826086957, 0.46956521739130436]",34,"[0.9117647058823529, 0.08823529411764706]",6,120,252.794,35900
Z0924_Z1656,670,"['Z0924', 'Z1656']","['Residential', 'Residential']",376.0669567,62,"[0.9838709677419355, 0.016129032258064516]",32,"[0.96875, 0.03125]",4,65,135.782,22680
Z0972_Z0983_Z0997_Z1656,670,"['Z0972', 'Z0983', 'Z0997', 'Z1656']","['Residential', 'Residential', 'Public', 'Residential']",721.8614685,119,"[0.36134453781512604, 0.17647058823529413, 0.453781512605042, 0.008403361344537815]",32,"[0.5625, 0.3125, 0.09375, 0.03125]",7,116,247.312,37100
Z0972_Z0983_Z0997,670,"['Z0972', 'Z0983', 'Z0997']","['Residential', 'Residential', 'Public']",713.3729611,118,"[0.3644067796610169, 0.17796610169491525, 0.4576271186440678]",31,"[0.5806451612903226, 0.3225806451612903, 0.0967741935483871]",6,115,246.19,36800
Z0972_Z0983_Z1656,670,"['Z0972', 'Z0983', 'Z1656']","['Residential', 'Residential', 'Residential']",394.8005663,65,"[0.6615384615384615, 0.3230769230769231, 0.015384615384615385]",29,"[0.6206896551724138, 0.3448275862068966, 0.034482758620689655]",4,60,129.178,23700
Z0972_Z0997_Z1656,670,"['Z0972', 'Z0997', 'Z1656']","['Residential', 'Public', 'Residential']",593.6231078,98,"[0.4387755102040816, 0.5510204081632653, 0.01020408163265306]",22,"[0.8181818181818182, 0.13636363636363635, 0.045454545454545456]",6,94,200.312,34920
Z0972_Z0983,670,"['Z0972', 'Z0983']","['Residential', 'Residential']",386.3120589,64,"[0.671875, 0.328125]",28,"[0.6428571428571429, 0.35714285714285715]",3,59,128.056,23360
Z0972_Z0997,670,"['Z0972', 'Z0997']","['Residential', 'Public']",585.1346004,97,"[0.44329896907216493, 0.5567010309278351]",21,"[0.8571428571428571, 0.14285714285714285]",5,93,199.19,34580
Z0972_Z1656,670,"['Z0972', 'Z1656']","['Residential', 'Residential']",266.5622056,44,"[0.9772727272727273, 0.022727272727272728]",19,"[0.9473684210526315, 0.05263157894736842]",3,38,82.178,16560
Z0973_Z0983_Z1036_Z1714,670,"['Z0973', 'Z0983', 'Z1036', 'Z1714']","['Residential', 'Residential', 'Residential', 'Commercial']",538.3559964,88,"[0.2727272727272727, 0.23863636363636365, 0.3522727272727273, 0.13636363636363635]",36,"[0.2777777777777778, 0.2777777777777778, 0.4166666666666667, 0.027777777777777776]",5,80,161.855,31520
Z0973_Z0983_Z1036,670,"['Z0973', 'Z0983', 'Z1036']","['Residential', 'Residential', 'Residential']",465.4993037,76,"[0.3157894736842105, 0.27631578947368424, 0.40789473684210525]",35,"[0.2857142857142857, 0.2857142857142857, 0.42857142857142855]",4,73,152.934,27440
Z0973_Z0983_Z1714,670,"['Z0973', 'Z0983', 'Z1714']","['Residential', 'Residential', 'Commercial']",348.1964578,57,"[0.42105263157894735, 0.3684210526315789, 0.21052631578947367]",21,"[0.47619047619047616, 0.47619047619047616, 0.047619047619047616]",3,51,102.121,20980
Z0973_Z1036_Z1714,670,"['Z0973', 'Z1036', 'Z1714']","['Residential', 'Residential', 'Commercial']",410.1176357,67,"[0.3582089552238806, 0.4626865671641791, 0.1791044776119403]",26,"[0.38461538461538464, 0.5769230769230769, 0.038461538461538464]",4,58,114.855,24380
Z0973_Z0983,670,"['Z0973', 'Z0983']","['Residential', 'Residential']",275.339765,45,"[0.5333333333333333, 0.4666666666666667]",20,"[0.5, 0.5]",2,44,93.2,16900
Z0973_Z1036,670,"['Z0973', 'Z1036']","['Residential', 'Residential']",337.260943,55,"[0.43636363636363634, 0.5636363636363636]",25,"[0.4, 0.6]",3,51,105.934,20300
Z0973_Z1714,670,"['Z0973', 'Z1714']","['Residential', 'Commercial']",219.9580971,36,"[0.6666666666666666, 0.3333333333333333]",11,"[0.9090909090909091, 0.09090909090909091]",2,29,55.121,13840
Z0983_Z0972_Z0973_Z1036_Z1714,670,"['Z0983', 'Z0972', 'Z0973', 'Z1036', 'Z1714']","['Residential', 'Residential', 'Residential', 'Residential', 'Commercial']",796.4296946,131,"[0.16030534351145037, 0.3282442748091603, 0.183206106870229, 0.2366412213740458, 0.0916030534351145]",54,"[0.18518518518518517, 0.3333333333333333, 0.18518518518518517, 0.2777777777777778, 0.018518518518518517]",7,117,242.911,40700
Z0983_Z0972_Z0973_Z1036,670,"['Z0983', 'Z0972', 'Z0973', 'Z1036']","['Residential', 'Residential', 'Residential', 'Residential']",723.5730018,119,"[0.17647058823529413, 0.36134453781512604, 0.20168067226890757, 0.2605042016806723]",53,"[0.18867924528301888, 0.33962264150943394, 0.18867924528301888, 0.2830188679245283]",6,110,233.99,37100
Z0983_Z0972_Z0973_Z1714,670,"['Z0983', 'Z0972', 'Z0973', 'Z1714']","['Residential', 'Residential', 'Residential', 'Commercial']",606.2701559,100,"[0.21, 0.43, 0.24, 0.12]",39,"[0.2564102564102564, 0.46153846153846156, 0.2564102564102564, 0.02564102564102564]",5,88,183.177,31400
Z0983_Z0972_Z1036_Z1714,670,"['Z0983', 'Z0972', 'Z1036', 'Z1714']","['Residential', 'Residential', 'Residential', 'Commercial']",649.3282903,107,"[0.19626168224299065, 0.40186915887850466, 0.2897196261682243, 0.11214953271028037]",44,"[0.22727272727272727, 0.4090909090909091, 0.3409090909090909, 0.022727272727272728]",6,95,196.711,33500
Z0983_Z0973_Z1036_Z1714,670,"['Z0983', 'Z0973', 'Z1036', 'Z1714']","['Residential', 'Residential', 'Residential', 'Commercial']",538.3559964,88,"[0.23863636363636365, 0.2727272727272727, 0.3522727272727273, 0.13636363636363635]",36,"[0.2777777777777778, 0.2777777777777778, 0.4166666666666667, 0.027777777777777776]",5,80,161.855,31520
Z0983_Z0972_Z0973,670,"['Z0983', 'Z0972', 'Z0973']","['Residential', 'Residential', 'Residential']",533.4134632,88,"[0.23863636363636365, 0.48863636363636365, 0.2727272727272727]",38,"[0.2631578947368421, 0.47368421052631576, 0.2631578947368421]",4,81,174.256,31520
Z0983_Z0972_Z1036,670,"['Z0983', 'Z0972', 'Z1036']","['Residential', 'Residential', 'Residential']",576.4715975,95,"[0.22105263157894736, 0.45263157894736844, 0.3263157894736842]",43,"[0.23255813953488372, 0.4186046511627907, 0.3488372093023256]",5,88,187.79,33900
Z0983_Z0972_Z1714,670,"['Z0983', 'Z0972', 'Z1714']","['Residential', 'Residential', 'Commercial']",459.1687516,76,"[0.27631578947368424, 0.5657894736842105, 0.15789473684210525]",29,"[0.3448275862068966, 0.6206896551724138, 0.034482758620689655]",4,66,136.977,27440
Z0983_Z0973_Z1036,670,"['Z0983', 'Z0973', 'Z1036']","['Residential', 'Residential', 'Residential']",465.4993037,76,"[0.27631578947368424, 0.3157894736842105, 0.40789473684210525]",35,"[0.2857142857142857, 0.2857142857142857, 0.42857142857142855]",4,73,152.934,27440
Z0983_Z0973_Z1714,670,"['Z0983', 'Z0973', 'Z1714']","['Residential', 'Residential', 'Commercial']",348.1964578,57,"[0.3684210526315789, 0.42105263157894735, 0.21052631578947367]",21,"[0.47619047619047616, 0.47619047619047616, 0.047619047619047616]",3,51,102.121,20980
Z0983_Z1036_Z1714,670,"['Z0983', 'Z1036', 'Z1714']","['Residential', 'Residential', 'Commercial']",391.2545921,64,"[0.328125, 0.484375, 0.1875]",26,"[0.38461538461538464, 0.5769230769230769, 0.038461538461538464]",4,58,115.655,23360
Z0983_Z0972,670,"['Z0983', 'Z0972']","['Residential', 'Residential']",386.3120589,64,"[0.328125, 0.671875]",28,"[0.35714285714285715, 0.6428571428571429]",3,59,128.056,23360
Z0983_Z0973,670,"['Z0983', 'Z0973']","['Residential', 'Residential']",275.339765,45,"[0.4666666666666667, 0.5333333333333333]",20,"[0.5, 0.5]",2,44,93.2,16900
Z0983_Z1036,670,"['Z0983', 'Z1036']","['Residential', 'Residential']",318.3978994,52,"[0.40384615384615385, 0.5961538461538461]",25,"[0.4, 0.6]",3,51,106.734,19280
Z0983_Z1714,670,"['Z0983', 'Z1714']","['Residential', 'Commercial']",201.0950534,33,"[0.6363636363636364, 0.36363636363636365]",11,"[0.9090909090909091, 0.09090909090909091]",2,29,55.921,12820
Z0987_Z1696,670,"['Z0987', 'Z1696']","['Public', 'Commercial']",1292.754086,215,"[0.8186046511627907, 0.1813953488372093]",4,"[0.25, 0.75]",4,563,234.192,65900
Z0997_Z0924_Z0972_Z1656,670,"['Z0997', 'Z0924', 'Z0972', 'Z1656']","['Public', 'Residential', 'Residential', 'Residential']",961.2015571,159,"[0.33962264150943394, 0.3836477987421384, 0.27044025157232704, 0.006289308176100629]",53,"[0.05660377358490566, 0.5849056603773585, 0.33962264150943394, 0.018867924528301886]",9,158,334.972,49100
Z0997_Z0924_Z0972,670,"['Z0997', 'Z0924', 'Z0972']","['Public', 'Residential', 'Residential']",952.7130496,158,"[0.34177215189873417, 0.3860759493670886, 0.2721518987341772]",52,"[0.057692307692307696, 0.5961538461538461, 0.34615384615384615]",8,157,333.85,48800
Z0997_Z0924_Z1656,670,"['Z0997', 'Z0924', 'Z1656']","['Public', 'Residential', 'Residential']",703.1278589,116,"[0.46551724137931033, 0.5258620689655172, 0.008620689655172414]",35,"[0.08571428571428572, 0.8857142857142857, 0.02857142857142857]",7,121,253.916,36200
Z0997_Z0972_Z1656,670,"['Z0997', 'Z0972', 'Z1656']","['Public', 'Residential', 'Residential']",593.6231078,98,"[0.5510204081632653, 0.4387755102040816, 0.01020408163265306]",22,"[0.13636363636363635, 0.8181818181818182, 0.045454545454545456]",6,94,200.312,34920
Z0997_Z0924,670,"['Z0997', 'Z0924']","['Public', 'Residential']",694.6393515,115,"[0.46956521739130436, 0.5304347826086957]",34,"[0.08823529411764706, 0.9117647058823529]",6,120,252.794,35900
Z0997_Z0972,670,"['Z0997', 'Z0972']","['Public', 'Residential']",585.1346004,97,"[0.5567010309278351, 0.44329896907216493]",21,"[0.14285714285714285, 0.8571428571428571]",5,93,199.19,34580
Z0997_Z1656,670,"['Z0997', 'Z1656']","['Public', 'Residential']",335.5494097,55,"[0.9818181818181818, 0.01818181818181818]",4,"[0.75, 0.25]",4,57,119.256,20300
