,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z0260_Z1651,846,"['Z0260', 'Z1651']","['Public', 'Residential']",538.3739931832,89,"[0.3707865168539326, 0.6292134831460674]",26,"[0.07692307692307693, 0.9230769230769231]",7,78,117.076,31860
Z0262_Z1587,1052,"['Z0262', 'Z1587']","['Public', 'Public']",189.6844977586,30,"[0.7, 0.3]",2,"[0.5, 0.5]",2,29,43.887,11800
Z0267_Z0269_Z1600,1049,"['Z0267', 'Z0269', 'Z1600']","['Residential', 'Residential', 'Residential']",680.2366156559,113,"[0.35398230088495575, 0.40707964601769914, 0.23893805309734514]",45,"[0.4222222222222222, 0.4444444444444444, 0.13333333333333333]",4,96,200.75300000000001,35300
Z0267_Z0269,1049,"['Z0267', 'Z0269']","['Residential', 'Residential']",518.1111102601,86,"[0.46511627906976744, 0.5348837209302325]",39,"[0.48717948717948717, 0.5128205128205128]",3,84,175.293,30840
Z0267_Z1600,1049,"['Z0267', 'Z1600']","['Residential', 'Residential']",402.3319998565,67,"[0.5970149253731343, 0.40298507462686567]",25,"[0.76, 0.24]",2,54,113.48400000000001,24380
Z0269_Z0267_Z0270_Z1600_Z1604,1049,"['Z0269', 'Z0267', 'Z0270', 'Z1600', 'Z1604']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1122.5240171238,186,"[0.24731182795698925, 0.21505376344086022, 0.16129032258064516, 0.14516129032258066, 0.23118279569892472]",75,"[0.26666666666666666, 0.25333333333333335, 0.14666666666666667, 0.08, 0.25333333333333335]",7,158,330.159,57200
Z0269_Z0267_Z0270_Z1600,1049,"['Z0269', 'Z0267', 'Z0270', 'Z1600']","['Residential', 'Residential', 'Residential', 'Residential']",861.6957284504,143,"[0.32167832167832167, 0.27972027972027974, 0.2097902097902098, 0.1888111888111888]",56,"[0.35714285714285715, 0.3392857142857143, 0.19642857142857142, 0.10714285714285714]",5,119,248.251,44300
Z0269_Z0267_Z0270_Z1604,1049,"['Z0269', 'Z0267', 'Z0270', 'Z1604']","['Residential', 'Residential', 'Residential', 'Residential']",960.3985117279999,159,"[0.2893081761006289, 0.25157232704402516, 0.18867924528301888, 0.27044025157232704]",69,"[0.2898550724637681, 0.2753623188405797, 0.15942028985507245, 0.2753623188405797]",6,146,304.699,49100
Z0269_Z0267_Z1600_Z1604,1049,"['Z0269', 'Z0267', 'Z1600', 'Z1604']","['Residential', 'Residential', 'Residential', 'Residential']",941.0649043292999,156,"[0.2948717948717949, 0.2564102564102564, 0.17307692307692307, 0.27564102564102566]",64,"[0.3125, 0.296875, 0.09375, 0.296875]",6,135,282.661,48200
Z0269_Z0270_Z1600_Z1604,1049,"['Z0269', 'Z0270', 'Z1600', 'Z1604']","['Residential', 'Residential', 'Residential', 'Residential']",882.3175226630999,146,"[0.3150684931506849, 0.2054794520547945, 0.18493150684931506, 0.2945205479452055]",56,"[0.35714285714285715, 0.19642857142857142, 0.10714285714285714, 0.3392857142857143]",6,116,242.135,45200
Z0269_Z0267_Z0270,1049,"['Z0269', 'Z0267', 'Z0270']","['Residential', 'Residential', 'Residential']",699.5702230546,116,"[0.39655172413793105, 0.3448275862068966, 0.25862068965517243]",50,"[0.4, 0.38, 0.22]",4,107,222.791,36200
Z0269_Z0267_Z1604,1049,"['Z0269', 'Z0267', 'Z1604']","['Residential', 'Residential', 'Residential']",778.9393989334999,129,"[0.35658914728682173, 0.31007751937984496, 0.3333333333333333]",58,"[0.3448275862068966, 0.3275862068965517, 0.3275862068965517]",5,123,257.201,40100
Z0269_Z0270_Z1600,1049,"['Z0269', 'Z0270', 'Z1600']","['Residential', 'Residential', 'Residential']",621.4892339897,103,"[0.44660194174757284, 0.2912621359223301, 0.2621359223300971]",37,"[0.5405405405405406, 0.2972972972972973, 0.16216216216216217]",4,77,160.227,32300
Z0269_Z0270_Z1604,1049,"['Z0269', 'Z0270', 'Z1604']","['Residential', 'Residential', 'Residential']",720.1920172672999,119,"[0.3865546218487395, 0.25210084033613445, 0.36134453781512604]",50,"[0.4, 0.22, 0.38]",5,104,216.675,37100
Z0269_Z1600_Z1604,1049,"['Z0269', 'Z1600', 'Z1604']","['Residential', 'Residential', 'Residential']",700.8584098685999,116,"[0.39655172413793105, 0.23275862068965517, 0.3706896551724138]",45,"[0.4444444444444444, 0.13333333333333333, 0.4222222222222222]",5,93,194.637,36200
Z0269_Z0270,1049,"['Z0269', 'Z0270']","['Residential', 'Residential']",459.36372859389996,76,"[0.6052631578947368, 0.39473684210526316]",31,"[0.6451612903225806, 0.3548387096774194]",3,65,134.767,27440
Z0269_Z1600,1049,"['Z0269', 'Z1600']","['Residential', 'Residential']",440.03012119519997,73,"[0.6301369863013698, 0.3698630136986301]",26,"[0.7692307692307693, 0.23076923076923078]",3,54,112.72900000000001,26420
Z0269_Z1604,1049,"['Z0269', 'Z1604']","['Residential', 'Residential']",538.7329044728,89,"[0.5168539325842697, 0.48314606741573035]",39,"[0.5128205128205128, 0.48717948717948717]",4,81,169.17700000000002,31860
Z0270_Z1600_Z1604,1049,"['Z0270', 'Z1600', 'Z1604']","['Residential', 'Residential', 'Residential']",604.4129068637,100,"[0.3, 0.27, 0.43]",36,"[0.3055555555555556, 0.16666666666666666, 0.5277777777777778]",4,74,154.86599999999999,31400
Z0270_Z1600,1049,"['Z0270', 'Z1600']","['Residential', 'Residential']",343.5846181903,57,"[0.5263157894736842, 0.47368421052631576]",17,"[0.6470588235294118, 0.35294117647058826]",2,35,72.958,20980
Z0270_Z1604,1049,"['Z0270', 'Z1604']","['Residential', 'Residential']",442.28740146789994,73,"[0.410958904109589, 0.589041095890411]",30,"[0.36666666666666664, 0.6333333333333333]",3,62,129.406,26420
Z0275_Z0274,589,"['Z0275', 'Z0274']","['Commercial', 'Commercial']",513.2838322305,85,"[0.23529411764705882, 0.7647058823529411]",4,"[0.25, 0.75]",4,79,130.128,30500
Z0276_Z0274,589,"['Z0276', 'Z0274']","['Commercial', 'Commercial']",573.9771037478,95,"[0.3157894736842105, 0.6842105263157895]",4,"[0.25, 0.75]",4,109,127.615,33900
Z0295_Z1575,177,"['Z0295', 'Z1575']","['Commercial', 'Commercial']",1465.7066945822,243,"[0.9218106995884774, 0.07818930041152264]",4,"[0.75, 0.25]",4,548,59.144000000000005,74300
Z0308_Z0309_Z0310,1056,"['Z0308', 'Z0309', 'Z0310']","['Commercial', 'Commercial', 'Residential']",1530.0294829934,253,"[0.758893280632411, 0.09881422924901186, 0.1422924901185771]",18,"[0.1111111111111111, 0.05555555555555555, 0.8333333333333334]",4,1213,191.68900000000002,77300
Z0308_Z0309,1056,"['Z0308', 'Z0309']","['Commercial', 'Commercial']",1308.6553843663,217,"[0.8847926267281107, 0.1152073732718894]",3,"[0.6666666666666666, 0.3333333333333333]",3,1180,122.185,66500
Z0308_Z0310,1056,"['Z0308', 'Z0310']","['Commercial', 'Residential']",1377.509595079,228,"[0.8421052631578947, 0.15789473684210525]",17,"[0.11764705882352941, 0.8823529411764706]",3,1190,143.774,69800
Z0309_Z0310,1056,"['Z0309', 'Z0310']","['Commercial', 'Residential']",373.8939865415,61,"[0.4098360655737705, 0.5901639344262295]",16,"[0.0625, 0.9375]",2,56,117.41900000000001,22340
Z0318_Z0319_Z0321_Z1415,621,"['Z0318', 'Z0319', 'Z0321', 'Z1415']","['Residential', 'Residential', 'Residential', 'Residential']",439.5362327544,71,"[0.22535211267605634, 0.2535211267605634, 0.2535211267605634, 0.2676056338028169]",45,"[0.15555555555555556, 0.17777777777777778, 0.5111111111111111, 0.15555555555555556]",4,98,108.649,25740
Z0318_Z0319_Z0321,621,"['Z0318', 'Z0319', 'Z0321']","['Residential', 'Residential', 'Residential']",321.896605251,52,"[0.3076923076923077, 0.34615384615384615, 0.34615384615384615]",38,"[0.18421052631578946, 0.21052631578947367, 0.6052631578947368]",3,83,77.838,19280
Z0318_Z0319_Z1415,621,"['Z0318', 'Z0319', 'Z1415']","['Residential', 'Residential', 'Residential']",326.5582191468,53,"[0.3018867924528302, 0.33962264150943394, 0.3584905660377358]",22,"[0.3181818181818182, 0.36363636363636365, 0.3181818181818182]",3,47,96.46799999999999,19620
Z0318_Z0321_Z1415,621,"['Z0318', 'Z0321', 'Z1415']","['Residential', 'Residential', 'Residential']",328.9172809455,53,"[0.3018867924528302, 0.33962264150943394, 0.3584905660377358]",37,"[0.1891891891891892, 0.6216216216216216, 0.1891891891891892]",3,81,73.886,19620
Z0318_Z0319,621,"['Z0318', 'Z0319']","['Residential', 'Residential']",208.9185916434,34,"[0.47058823529411764, 0.5294117647058824]",15,"[0.4666666666666667, 0.5333333333333333]",2,32,65.657,13160
Z0318_Z0321,621,"['Z0318', 'Z0321']","['Residential', 'Residential']",211.27765344210002,34,"[0.47058823529411764, 0.5294117647058824]",30,"[0.23333333333333334, 0.7666666666666667]",2,66,43.074999999999996,13160
Z0318_Z1415,621,"['Z0318', 'Z1415']","['Residential', 'Residential']",215.9392673379,35,"[0.45714285714285713, 0.5428571428571428]",14,"[0.5, 0.5]",2,30,61.705,13500
Z0319_Z0321_Z1415,621,"['Z0319', 'Z0321', 'Z1415']","['Residential', 'Residential', 'Residential']",341.2365929199,55,"[0.32727272727272727, 0.32727272727272727, 0.34545454545454546]",38,"[0.21052631578947367, 0.6052631578947368, 0.18421052631578946]",3,83,77.755,20300
Z0319_Z0321,621,"['Z0319', 'Z0321']","['Residential', 'Residential']",223.59696541649998,36,"[0.5, 0.5]",31,"[0.25806451612903225, 0.7419354838709677]",2,68,46.943999999999996,13840
Z0319_Z1415,621,"['Z0319', 'Z1415']","['Residential', 'Residential']",228.25857931230001,37,"[0.4864864864864865, 0.5135135135135135]",15,"[0.5333333333333333, 0.4666666666666667]",2,32,65.574,14180
Z0321_Z1415,621,"['Z0321', 'Z1415']","['Residential', 'Residential']",230.617641111,37,"[0.4864864864864865, 0.5135135135135135]",30,"[0.7666666666666667, 0.23333333333333334]",2,66,42.992,14180
Z0324_Z0326_Z1617_Z1619,805,"['Z0324', 'Z0326', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential']",722.9395358221,119,"[0.3445378151260504, 0.2773109243697479, 0.18487394957983194, 0.19327731092436976]",56,"[0.375, 0.25, 0.17857142857142858, 0.19642857142857142]",6,115,239.95799999999997,37100
Z0324_Z0326_Z1617,805,"['Z0324', 'Z0326', 'Z1617']","['Residential', 'Residential', 'Residential']",584.0344879596,96,"[0.4270833333333333, 0.34375, 0.22916666666666666]",45,"[0.4666666666666667, 0.3111111111111111, 0.2222222222222222]",4,94,196.32899999999998,34240
Z0324_Z0326_Z1619,805,"['Z0324', 'Z0326', 'Z1619']","['Residential', 'Residential', 'Residential']",585.925514126,97,"[0.422680412371134, 0.3402061855670103, 0.23711340206185566]",46,"[0.45652173913043476, 0.30434782608695654, 0.2391304347826087]",5,94,196.92899999999997,34580
Z0324_Z1617_Z1619,805,"['Z0324', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential']",522.7483183292,86,"[0.47674418604651164, 0.2558139534883721, 0.26744186046511625]",42,"[0.5, 0.23809523809523808, 0.2619047619047619]",5,85,177.10299999999998,30840
Z0324_Z0326,805,"['Z0324', 'Z0326']","['Residential', 'Residential']",447.0204662635,74,"[0.5540540540540541, 0.44594594594594594]",35,"[0.6, 0.4]",3,73,153.29999999999998,26760
Z0324_Z1617,805,"['Z0324', 'Z1617']","['Residential', 'Residential']",383.8432704667,63,"[0.6507936507936508, 0.3492063492063492]",31,"[0.6774193548387096, 0.3225806451612903]",3,64,133.474,23020
Z0324_Z1619,805,"['Z0324', 'Z1619']","['Residential', 'Residential']",385.73429663310003,64,"[0.640625, 0.359375]",32,"[0.65625, 0.34375]",4,64,134.07399999999998,23360
Z0326_Z0324_Z0327_Z0328_Z1616_Z1617_Z1619,805,"['Z0326', 'Z0324', 'Z0327', 'Z0328', 'Z1616', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1310.3848192864,215,"[0.15348837209302327, 0.19069767441860466, 0.14883720930232558, 0.15813953488372093, 0.13953488372093023, 0.10232558139534884, 0.10697674418604651]",119,"[0.11764705882352941, 0.17647058823529413, 0.12605042016806722, 0.29411764705882354, 0.1092436974789916, 0.08403361344537816, 0.09243697478991597]",11,246,405.76800000000003,65900
Z0326_Z0324_Z0327_Z0328_Z1616_Z1617,805,"['Z0326', 'Z0324', 'Z0327', 'Z0328', 'Z1616', 'Z1617']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1171.4797714239,192,"[0.171875, 0.21354166666666666, 0.16666666666666666, 0.17708333333333334, 0.15625, 0.11458333333333333]",108,"[0.12962962962962962, 0.19444444444444445, 0.1388888888888889, 0.32407407407407407, 0.12037037037037036, 0.09259259259259259]",9,225,362.139,59000
Z0326_Z0324_Z0327_Z0328_Z1616_Z1619,805,"['Z0326', 'Z0324', 'Z0327', 'Z0328', 'Z1616', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1173.3707975903,193,"[0.17098445595854922, 0.21243523316062177, 0.16580310880829016, 0.17616580310880828, 0.15544041450777202, 0.11917098445595854]",109,"[0.12844036697247707, 0.1926605504587156, 0.13761467889908258, 0.3211009174311927, 0.11926605504587157, 0.10091743119266056]",10,225,362.73900000000003,59300
Z0326_Z0324_Z0327_Z0328_Z1617_Z1619,805,"['Z0326', 'Z0324', 'Z0327', 'Z0328', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1125.2119651959001,185,"[0.1783783783783784, 0.22162162162162163, 0.17297297297297298, 0.1837837837837838, 0.11891891891891893, 0.12432432432432433]",106,"[0.1320754716981132, 0.19811320754716982, 0.14150943396226415, 0.330188679245283, 0.09433962264150944, 0.10377358490566038]",10,218,347.598,56900
Z0326_Z0324_Z0327_Z1616_Z1617_Z1619,805,"['Z0326', 'Z0324', 'Z0327', 'Z1616', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1100.3940921597,181,"[0.18232044198895028, 0.2265193370165746, 0.17679558011049723, 0.16574585635359115, 0.12154696132596685, 0.1270718232044199]",84,"[0.16666666666666666, 0.25, 0.17857142857142858, 0.15476190476190477, 0.11904761904761904, 0.13095238095238096]",9,172,358.507,55700
Z0326_Z0324_Z0328_Z1616_Z1617_Z1619,805,"['Z0326', 'Z0324', 'Z0328', 'Z1616', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1118.1031170393,183,"[0.18032786885245902, 0.22404371584699453, 0.18579234972677597, 0.16393442622950818, 0.12021857923497267, 0.12568306010928962]",104,"[0.1346153846153846, 0.20192307692307693, 0.33653846153846156, 0.125, 0.09615384615384616, 0.10576923076923077]",9,217,345.389,56300
Z0326_Z0327_Z0328_Z1616_Z1617_Z1619,805,"['Z0326', 'Z0327', 'Z0328', 'Z1616', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1063.5555705158,174,"[0.1896551724137931, 0.1839080459770115, 0.19540229885057472, 0.1724137931034483, 0.12643678160919541, 0.13218390804597702]",98,"[0.14285714285714285, 0.15306122448979592, 0.35714285714285715, 0.1326530612244898, 0.10204081632653061, 0.11224489795918367]",9,203,315.32300000000004,53600
Z0326_Z0324_Z0327_Z0328_Z1616,805,"['Z0326', 'Z0324', 'Z0327', 'Z0328', 'Z1616']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1034.4657497278001,170,"[0.19411764705882353, 0.2411764705882353, 0.18823529411764706, 0.2, 0.17647058823529413]",98,"[0.14285714285714285, 0.21428571428571427, 0.15306122448979592, 0.35714285714285715, 0.1326530612244898]",8,204,319.11,52400
Z0326_Z0324_Z0327_Z0328_Z1617,805,"['Z0326', 'Z0324', 'Z0327', 'Z0328', 'Z1617']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",986.3069173334001,162,"[0.2037037037037037, 0.25308641975308643, 0.19753086419753085, 0.20987654320987653, 0.13580246913580246]",95,"[0.14736842105263157, 0.22105263157894736, 0.15789473684210525, 0.3684210526315789, 0.10526315789473684]",8,197,303.969,50000
Z0326_Z0324_Z0327_Z0328_Z1619,805,"['Z0326', 'Z0324', 'Z0327', 'Z0328', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",988.1979434998,163,"[0.20245398773006135, 0.25153374233128833, 0.19631901840490798, 0.2085889570552147, 0.1411042944785276]",96,"[0.14583333333333334, 0.21875, 0.15625, 0.3645833333333333, 0.11458333333333333]",9,197,304.569,50300
Z0326_Z0324_Z0327_Z1616_Z1617,805,"['Z0326', 'Z0324', 'Z0327', 'Z1616', 'Z1617']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",961.4890442972,158,"[0.2088607594936709, 0.25949367088607594, 0.20253164556962025, 0.189873417721519, 0.13924050632911392]",73,"[0.1917808219178082, 0.2876712328767123, 0.2054794520547945, 0.1780821917808219, 0.136986301369863]",7,151,314.878,48800
Z0326_Z0324_Z0327_Z1616_Z1619,805,"['Z0326', 'Z0324', 'Z0327', 'Z1616', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",963.3800704636001,159,"[0.20754716981132076, 0.2578616352201258, 0.20125786163522014, 0.18867924528301888, 0.14465408805031446]",74,"[0.1891891891891892, 0.28378378378378377, 0.20270270270270271, 0.17567567567567569, 0.14864864864864866]",8,151,315.478,49100
Z0326_Z0324_Z0327_Z1617_Z1619,805,"['Z0326', 'Z0324', 'Z0327', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",915.2212380692001,151,"[0.2185430463576159, 0.271523178807947, 0.2119205298013245, 0.1456953642384106, 0.152317880794702]",71,"[0.19718309859154928, 0.29577464788732394, 0.2112676056338028, 0.14084507042253522, 0.15492957746478872]",8,144,300.337,46700
Z0326_Z0324_Z0328_Z1616_Z1617,805,"['Z0326', 'Z0324', 'Z0328', 'Z1616', 'Z1617']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",979.1980691768,160,"[0.20625, 0.25625, 0.2125, 0.1875, 0.1375]",93,"[0.15053763440860216, 0.22580645161290322, 0.3763440860215054, 0.13978494623655913, 0.10752688172043011]",7,196,301.76,49400
Z0326_Z0324_Z0328_Z1616_Z1619,805,"['Z0326', 'Z0324', 'Z0328', 'Z1616', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",981.0890953431999,161,"[0.20496894409937888, 0.2546583850931677, 0.2111801242236025, 0.18633540372670807, 0.14285714285714285]",94,"[0.14893617021276595, 0.22340425531914893, 0.3723404255319149, 0.13829787234042554, 0.11702127659574468]",8,196,302.36,49700
Z0326_Z0324_Z0328_Z1617_Z1619,805,"['Z0326', 'Z0324', 'Z0328', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",932.9302629488,153,"[0.21568627450980393, 0.2679738562091503, 0.2222222222222222, 0.1437908496732026, 0.1503267973856209]",91,"[0.15384615384615385, 0.23076923076923078, 0.38461538461538464, 0.10989010989010989, 0.12087912087912088]",8,189,287.219,47300
Z0326_Z0324_Z1616_Z1617_Z1619,805,"['Z0326', 'Z0324', 'Z1616', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",908.1123899126001,149,"[0.2214765100671141, 0.2751677852348993, 0.20134228187919462, 0.1476510067114094, 0.15436241610738255]",69,"[0.2028985507246377, 0.30434782608695654, 0.18840579710144928, 0.14492753623188406, 0.15942028985507245]",7,143,298.128,46100
Z0326_Z0327_Z0328_Z1616_Z1617,805,"['Z0326', 'Z0327', 'Z0328', 'Z1616', 'Z1617']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",924.6505226533,151,"[0.2185430463576159, 0.2119205298013245, 0.2251655629139073, 0.1986754966887417, 0.1456953642384106]",87,"[0.16091954022988506, 0.1724137931034483, 0.40229885057471265, 0.14942528735632185, 0.11494252873563218]",7,182,271.694,46700
Z0326_Z0327_Z0328_Z1616_Z1619,805,"['Z0326', 'Z0327', 'Z0328', 'Z1616', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",926.5415488197,152,"[0.21710526315789475, 0.21052631578947367, 0.2236842105263158, 0.19736842105263158, 0.1513157894736842]",88,"[0.1590909090909091, 0.17045454545454544, 0.3977272727272727, 0.14772727272727273, 0.125]",8,182,272.29400000000004,47000
Z0326_Z0327_Z0328_Z1617_Z1619,805,"['Z0326', 'Z0327', 'Z0328', 'Z1617', 'Z1619']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",878.3827164253,144,"[0.22916666666666666, 0.2222222222222222, 0.2361111111111111, 0.1527777777777778, 0.1597222222222222]",85,"[0.16470588235294117, 0.17647058823529413, 0.4117647058823529, 0.11764705882352941, 0.12941176470588237]",8,175,257.153,44600
